observed_at,time_step,pond_id,condition_label,condition_severity,record_provenance,site_id,strain_id,duration_days,depth_cm,nitrate_mg_l,ammonium_mg_l,phosphorus_mg_l,sensor_ph,water_temp_avg_c,water_temp_max_c,water_temp_min_c,conductivity_reported_ms_cm,do_mg_l,do_pct_sat,salinity_g_l,par_umol_m2_s,air_temp_c,relative_humidity_pct,global_light_w_m2,co2_ppm,wind_km_h,precipitation_cm,satellite_red,satellite_green,satellite_blue,satellite_RE1,latitude,longitude,dataset,category,image_path,image_source_id,image_condition_expected,image_provenance,association_provenance
2026-09-12T10:00:30+05:30,4,pond-02,heat_low_oxygen_normal,0.08048,synthetic_gradual_stream,CP,LRB-AZ-1201,12.000347,22.0,42.0221,0.4718,2.639,8.1667,27.7243,29.7252,25.9243,48944.87,7.7251,100.427,35.0,372.527,29.9243,69.746,286.559,513.9,3.724,0.0338,0.095634,0.165171,0.117183,0.137183,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-004.jpg,pond_117,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:00:30+05:30,4,pond-03,nutrient_light_limited_normal,0.10056,synthetic_gradual_stream,FA,C046,12.000347,28.0,34.3295,0.4648,2.3536,8.1006,24.4972,26.498,22.6972,46181.01,7.4989,97.485,25.0,369.664,26.6972,69.184,284.357,484.8,3.905,0.0338,0.097039,0.163966,0.11648,0.13648,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-004.jpg,pond_118,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:00:40+05:30,5,pond-01,stable,0.08302,synthetic_gradual_stream,ASU,KA32,12.000463,25.0,54.9036,0.4709,3.1952,8.0503,26.0467,28.0482,24.2467,48109.43,8.5993,111.791,32.0,286.484,28.2467,69.676,220.372,481.8,3.747,0.0447,0.095811,0.165019,0.117094,0.137094,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-005.jpg,pond_119,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:00:40+05:30,5,pond-02,heat_low_oxygen_normal,0.08086,synthetic_gradual_stream,CP,LRB-AZ-1201,12.000463,22.0,42.0083,0.4717,2.6383,8.1672,27.7277,29.7291,25.9277,48945.54,7.7229,100.398,35.0,372.687,29.9277,69.736,286.683,514.7,3.728,0.0447,0.09566,0.165149,0.11717,0.13717,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-005.jpg,pond_120,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:00:40+05:30,5,pond-03,nutrient_light_limited_normal,0.101,synthetic_gradual_stream,FA,C046,12.000463,28.0,34.3137,0.4647,2.3526,8.101,24.495,26.4965,22.695,46181.79,7.498,97.474,25.0,369.52,26.695,69.172,284.246,485.6,3.909,0.0447,0.09707,0.16394,0.116465,0.136465,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-005.jpg,pond_121,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:00:50+05:30,6,pond-01,stable,0.08376,synthetic_gradual_stream,ASU,KA32,12.000579,25.0,54.8795,0.4707,3.194,8.0504,26.0587,28.0609,24.2587,48110.77,8.5989,111.785,32.0,286.756,28.2587,69.655,220.582,482.8,3.754,0.0554,0.095863,0.164974,0.117068,0.137068,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-006.jpg,pond_122,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:00:50+05:30,6,pond-02,heat_low_oxygen_normal,0.08133,synthetic_gradual_stream,CP,LRB-AZ-1201,12.000579,22.0,41.9906,0.4715,2.6373,8.1679,27.732,29.7342,25.932,48946.4,7.7201,100.362,35.0,372.892,29.932,69.723,286.84,515.6,3.732,0.0554,0.095693,0.16512,0.117153,0.137153,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-006.jpg,pond_125,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:00:50+05:30,6,pond-03,nutrient_light_limited_normal,0.10155,synthetic_gradual_stream,FA,C046,12.000579,28.0,34.2934,0.4645,2.3512,8.1016,24.4922,26.4945,22.6922,46182.79,7.4969,97.46,25.0,369.336,26.6922,69.157,284.105,486.5,3.914,0.0554,0.097109,0.163907,0.116446,0.136446,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-006.jpg,pond_126,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:00+05:30,7,pond-01,stable,0.0845,synthetic_gradual_stream,ASU,KA32,12.000694,25.0,54.8554,0.4704,3.1928,8.0506,26.0707,28.0739,24.2707,48112.11,8.5984,111.779,32.0,287.088,28.2707,69.634,220.837,483.9,3.761,0.0658,0.095915,0.16493,0.117042,0.137042,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-007.jpg,pond_128,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:00+05:30,7,pond-02,heat_low_oxygen_normal,0.08191,synthetic_gradual_stream,CP,LRB-AZ-1201,12.000694,22.0,41.9691,0.4713,2.6362,8.1688,27.7372,29.7405,25.9372,48947.45,7.7167,100.317,35.0,373.142,29.9372,69.706,287.032,516.5,3.737,0.0658,0.095734,0.165085,0.117133,0.137133,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-007.jpg,pond_129,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:00+05:30,7,pond-03,nutrient_light_limited_normal,0.10222,synthetic_gradual_stream,FA,C046,12.000694,28.0,34.2688,0.4642,2.3495,8.1022,24.4889,26.4921,22.6889,46184.0,7.4956,97.442,25.0,369.113,26.6889,69.138,283.933,487.4,3.92,0.0658,0.097156,0.163867,0.116422,0.136422,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-007.jpg,pond_130,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:10+05:30,8,pond-01,stable,0.08524,synthetic_gradual_stream,ASU,KA32,12.00081,25.0,54.8313,0.4702,3.1916,8.0508,26.0827,28.087,24.2827,48113.43,8.5978,111.772,32.0,287.481,28.2827,69.613,221.139,484.9,3.767,0.0758,0.095967,0.164886,0.117017,0.137017,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-008.jpg,pond_133,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:10+05:30,8,pond-02,heat_low_oxygen_normal,0.0826,synthetic_gradual_stream,CP,LRB-AZ-1201,12.00081,22.0,41.9439,0.4711,2.6348,8.1698,27.7434,29.7478,25.9434,48948.68,7.7127,100.265,35.0,373.435,29.9434,69.687,287.258,517.5,3.743,0.0758,0.095782,0.165044,0.117109,0.137109,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-008.jpg,pond_134,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:10+05:30,8,pond-03,nutrient_light_limited_normal,0.10302,synthetic_gradual_stream,FA,C046,12.00081,28.0,34.2399,0.4639,2.3476,8.103,24.4849,26.4893,22.6849,46185.43,7.494,97.422,25.0,368.85,26.6849,69.116,283.731,488.4,3.927,0.0758,0.097211,0.163819,0.116394,0.136394,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-008.jpg,pond_135,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:20+05:30,9,pond-01,stable,0.08596,synthetic_gradual_stream,ASU,KA32,12.000926,25.0,54.8072,0.4699,3.1904,8.051,26.0946,28.1003,24.2946,48114.74,8.5971,111.763,32.0,287.933,28.2946,69.593,221.487,486.0,3.774,0.0854,0.096017,0.164842,0.116991,0.136991,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-009.jpg,pond_144,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:20+05:30,9,pond-02,heat_low_oxygen_normal,0.08338,synthetic_gradual_stream,CP,LRB-AZ-1201,12.000926,22.0,41.9148,0.4708,2.6332,8.1709,27.7505,29.7562,25.9505,48950.09,7.708,100.204,35.0,373.772,29.9505,69.665,287.517,518.6,3.75,0.0854,0.095837,0.164997,0.117082,0.137082,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-009.jpg,pond_145,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:20+05:30,9,pond-03,nutrient_light_limited_normal,0.10393,synthetic_gradual_stream,FA,C046,12.000926,28.0,34.2067,0.4636,2.3454,8.1039,24.4804,26.4861,22.6804,46187.07,7.4921,97.398,25.0,368.548,26.6804,69.09,283.499,489.5,3.935,0.0854,0.097275,0.163764,0.116363,0.136363,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-009.jpg,pond_171,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:30+05:30,10,pond-01,stable,0.08668,synthetic_gradual_stream,ASU,KA32,12.001042,25.0,54.7831,0.4697,3.1892,8.0513,26.1065,28.1137,24.3065,48116.03,8.5964,111.753,32.0,288.446,28.3065,69.573,221.881,487.0,3.78,0.0945,0.096068,0.164799,0.116966,0.136966,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-010.jpg,pond_177,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:30+05:30,10,pond-02,heat_low_oxygen_normal,0.08427,synthetic_gradual_stream,CP,LRB-AZ-1201,12.001042,22.0,41.882,0.4705,2.6315,8.1722,27.7584,29.7657,25.9584,48951.69,7.7028,100.137,35.0,374.152,29.9584,69.64,287.809,519.7,3.758,0.0945,0.095899,0.164944,0.117051,0.137051,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-010.jpg,pond_181,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:30+05:30,10,pond-03,nutrient_light_limited_normal,0.10495,synthetic_gradual_stream,FA,C046,12.001042,28.0,34.1692,0.4633,2.3429,8.105,24.4752,26.4825,22.6752,46188.91,7.4901,97.371,25.0,368.208,26.6752,69.061,283.237,490.7,3.945,0.0945,0.097347,0.163703,0.116327,0.136327,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-010.jpg,pond_184,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:40+05:30,11,pond-01,stable,0.08739,synthetic_gradual_stream,ASU,KA32,12.001157,25.0,54.759,0.4694,3.188,8.0516,26.1183,28.1272,24.3183,48117.3,8.5955,111.742,32.0,289.017,28.3183,69.553,222.321,488.1,3.787,0.103,0.096117,0.164757,0.116941,0.136941,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-011.jpg,pond_189,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:40+05:30,11,pond-02,heat_low_oxygen_normal,0.08526,synthetic_gradual_stream,CP,LRB-AZ-1201,12.001157,22.0,41.8456,0.4702,2.6295,8.1736,27.7673,29.7762,25.9673,48953.46,7.697,100.061,35.0,374.575,29.9673,69.613,288.134,521.0,3.767,0.103,0.095968,0.164885,0.117016,0.137016,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-011.jpg,pond_190,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:40+05:30,11,pond-03,nutrient_light_limited_normal,0.10609,synthetic_gradual_stream,FA,C046,12.001157,28.0,34.1276,0.4629,2.3401,8.1061,24.4695,26.4785,22.6695,46190.97,7.4878,97.342,25.0,367.83,26.6695,69.029,282.946,491.9,3.955,0.103,0.097426,0.163634,0.116287,0.136287,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-011.jpg,pond_191,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:50+05:30,12,pond-01,stable,0.08809,synthetic_gradual_stream,ASU,KA32,12.001273,25.0,54.7349,0.4692,3.1867,8.0519,26.1299,28.1407,24.3299,48118.56,8.5946,111.73,32.0,289.649,28.3299,69.534,222.807,489.2,3.793,0.111,0.096166,0.164715,0.116917,0.136917,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-012.jpg,pond_200,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:50+05:30,12,pond-02,heat_low_oxygen_normal,0.08634,synthetic_gradual_stream,CP,LRB-AZ-1201,12.001273,22.0,41.8054,0.4698,2.6273,8.1752,27.7771,29.7879,25.9771,48955.41,7.6906,99.978,35.0,375.04,29.9771,69.582,288.492,522.3,3.777,0.111,0.096044,0.16482,0.116978,0.136978,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-012.jpg,pond_211,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:01:50+05:30,12,pond-03,nutrient_light_limited_normal,0.10735,synthetic_gradual_stream,FA,C046,12.001273,28.0,34.0819,0.4624,2.337,8.1073,24.4633,26.4741,22.6633,46193.22,7.4853,97.309,25.0,367.415,26.6633,68.994,282.627,493.2,3.966,0.111,0.097514,0.163559,0.116243,0.136243,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-012.jpg,pond_212,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:00+05:30,13,pond-01,stable,0.08877,synthetic_gradual_stream,ASU,KA32,12.001389,25.0,54.7108,0.4689,3.1855,8.0523,26.1414,28.1542,24.3414,48119.79,8.5936,111.717,32.0,290.339,28.3414,69.514,223.338,490.2,3.799,0.1183,0.096214,0.164674,0.116893,0.136893,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-013.jpg,pond_213,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:00+05:30,13,pond-02,heat_low_oxygen_normal,0.08752,synthetic_gradual_stream,CP,LRB-AZ-1201,12.001389,22.0,41.7617,0.4694,2.625,8.1769,27.7877,29.8005,25.9877,48957.54,7.6836,99.887,35.0,375.547,29.9877,69.549,288.882,523.6,3.788,0.1183,0.096127,0.164749,0.116937,0.136937,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-013.jpg,pond_214,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:00+05:30,13,pond-03,nutrient_light_limited_normal,0.10871,synthetic_gradual_stream,FA,C046,12.001389,28.0,34.0321,0.462,2.3337,8.1087,24.4565,26.4693,22.6565,46195.68,7.4826,97.274,25.0,366.963,26.6565,68.956,282.279,494.6,3.978,0.1183,0.09761,0.163477,0.116195,0.136195,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-013.jpg,pond_215,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:10+05:30,14,pond-01,stable,0.08945,synthetic_gradual_stream,ASU,KA32,12.001505,25.0,54.6867,0.4687,3.1843,8.0527,26.1526,28.1677,24.3526,48121.01,8.5925,111.702,32.0,291.089,28.3526,69.495,223.915,491.3,3.805,0.1249,0.096261,0.164633,0.116869,0.136869,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-014.jpg,pond_216,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:10+05:30,14,pond-02,heat_low_oxygen_normal,0.0888,synthetic_gradual_stream,CP,LRB-AZ-1201,12.001505,22.0,41.7144,0.4689,2.6224,8.1788,27.7992,29.8143,25.9992,48959.84,7.6761,99.789,35.0,376.095,29.9992,69.514,289.304,525.0,3.799,0.1249,0.096216,0.164672,0.116892,0.136892,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-014.jpg,pond_217,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:10+05:30,14,pond-03,nutrient_light_limited_normal,0.11019,synthetic_gradual_stream,FA,C046,12.001505,28.0,33.9782,0.4614,2.33,8.1102,24.4491,26.4641,22.6491,46198.33,7.4796,97.235,25.0,366.474,26.6491,68.915,281.903,496.0,3.992,0.1249,0.097713,0.163389,0.116144,0.136144,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-014.jpg,pond_218,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:20+05:30,15,pond-01,stable,0.09011,synthetic_gradual_stream,ASU,KA32,12.00162,25.0,54.6627,0.4685,3.1831,8.0531,26.1637,28.1811,24.3637,48122.2,8.5913,111.687,32.0,291.897,28.3637,69.477,224.536,492.3,3.811,0.1308,0.096308,0.164593,0.116846,0.136846,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-015.jpg,pond_219,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:20+05:30,15,pond-02,heat_low_oxygen_normal,0.09018,synthetic_gradual_stream,CP,LRB-AZ-1201,12.00162,22.0,41.6635,0.4684,2.6196,8.1808,27.8116,29.829,26.0116,48962.32,7.668,99.684,35.0,376.685,30.0116,69.475,289.758,526.5,3.812,0.1308,0.096312,0.164589,0.116844,0.136844,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-015.jpg,pond_220,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:20+05:30,15,pond-03,nutrient_light_limited_normal,0.11177,synthetic_gradual_stream,FA,C046,12.00162,28.0,33.9204,0.4609,2.3262,8.1118,24.4412,26.4586,22.6412,46201.19,7.4765,97.194,25.0,365.948,26.6412,68.87,281.499,497.5,4.006,0.1308,0.097824,0.163294,0.116088,0.136088,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-015.jpg,pond_221,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:30+05:30,16,pond-01,stable,0.09075,synthetic_gradual_stream,ASU,KA32,12.001736,25.0,54.6386,0.4682,3.1819,8.0536,26.1745,28.1945,24.3745,48123.36,8.59,111.67,32.0,292.764,28.3745,69.459,225.203,493.4,3.817,0.136,0.096353,0.164555,0.116824,0.136824,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-016.jpg,pond_222,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:30+05:30,16,pond-02,heat_low_oxygen_normal,0.09164,synthetic_gradual_stream,CP,LRB-AZ-1201,12.001736,22.0,41.6092,0.4679,2.6167,8.1829,27.8248,29.8448,26.0248,48964.96,7.6593,99.571,35.0,377.315,30.0248,69.434,290.243,528.1,3.825,0.136,0.096415,0.164501,0.116792,0.136792,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-016.jpg,pond_223,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:30+05:30,16,pond-03,nutrient_light_limited_normal,0.11346,synthetic_gradual_stream,FA,C046,12.001736,28.0,33.8586,0.4603,2.322,8.1135,24.4327,26.4527,22.6327,46204.23,7.4731,97.15,25.0,365.387,26.6327,68.823,281.067,499.1,4.021,0.136,0.097942,0.163192,0.116029,0.136029,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-016.jpg,pond_224,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:40+05:30,17,pond-01,stable,0.09139,synthetic_gradual_stream,ASU,KA32,12.001852,25.0,54.6145,0.468,3.1807,8.0541,26.185,28.2078,24.385,48124.49,8.5886,111.652,32.0,293.689,28.385,69.441,225.914,494.4,3.822,0.1404,0.096397,0.164517,0.116802,0.136802,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-017.jpg,pond_225,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:40+05:30,17,pond-02,heat_low_oxygen_normal,0.09321,synthetic_gradual_stream,CP,LRB-AZ-1201,12.001852,22.0,41.5513,0.4674,2.6136,8.1852,27.8389,29.8616,26.0389,48967.77,7.6501,99.451,35.0,377.986,30.0389,69.39,290.759,529.7,3.839,0.1404,0.096525,0.164408,0.116738,0.136738,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-017.jpg,pond_226,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:40+05:30,17,pond-03,nutrient_light_limited_normal,0.11526,synthetic_gradual_stream,FA,C046,12.001852,28.0,33.793,0.4597,2.3176,8.1153,24.4237,26.4464,22.6237,46207.47,7.4695,97.103,25.0,364.791,26.6237,68.773,280.609,500.7,4.037,0.1404,0.098068,0.163084,0.115966,0.135966,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-017.jpg,pond_227,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:02:50+05:30,18,pond-01,stable,0.092,synthetic_gradual_stream,ASU,KA32,12.001968,25.0,54.5904,0.4678,3.1795,8.0546,26.1952,28.2209,24.3952,48125.6,8.5872,111.633,32.0,294.671,28.3952,69.424,226.67,495.5,3.828,0.144,0.09644,0.16448,0.11678,0.13678,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-018.jpg,pond_228,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
